CONTRATO	PLAN	FECHA ACTIVACION	FECHA BAJA
713179013	ATT CONSIGUELO BASICO 1	06/02/19	25/06/19
713179485	ATT CONSIGUELO BASICO 1.5	06/02/19	25/06/19
713431077	ATT CONSIGUELO BASICO 1	10/02/19	29/06/19
711931953	ATT CONSIGUELO BASICO 1.5	17/01/19	25/06/19
713179520	ATT CONSIGUELO BASICO 1	06/02/19	24/06/19
713183799	ATT CONSIGUELO COMPLETO 5	06/02/19	28/06/19
713198463	ATT CONSIGUELO COMPLETO 5	07/02/19	28/06/19
713198641	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA MOTO G6 PLUS	07/02/19	28/06/19
713194493	ATT CONSIGUELO BASICO 2	07/02/19	28/06/19
713367560	ATT CONSIGUELO BASICO 2	09/02/19	29/06/19
715870828	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	07/04/19	14/06/19
716223662	ATT CONSIGUELO 1.5	27/04/19	28/06/19
708723380	ATT CONSIGUELO BASICO 2	14/12/18	02/06/19
710637359	ATT CONSIGUELO BASICO 1	05/01/19	24/06/19
712892678	ATT CONSIGUELO BASICO 2	31/01/19	21/06/19
712956485	ATT CONSIGUELO BASICO 2	02/02/19	22/06/19
712957107	ATT CONSIGUELO BASICO 2	02/02/19	22/06/19
712967100	ATT CONSIGUELO BASICO 3	03/02/19	22/06/19
712967299	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA MOTO G6 PLUS	03/02/19	22/06/19
713432232	ATT CONSIGUELO BASICO 3	10/02/19	29/06/19
713436786	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	10/02/19	29/06/19
713436974	ATT CONSIGUELO BASICO 2	10/02/19	29/06/19
715652350	ATT V2 CT DAMOSMAS 349	01/04/19	22/06/19
712886910	ATT CONSIGUELO BASICO 1.5	31/01/19	21/06/19
712895096	ATT CONSIGUELO BASICO 1.5	31/01/19	21/06/19
712950795	ATT CONSIGUELO BASICO 3	02/02/19	22/06/19
712954976	ATT CONSIGUELO BASICO 2	02/02/19	22/06/19
712955486	ATT CONSIGUELO BASICO 2	02/02/19	22/06/19
712975044	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	03/02/19	22/06/19
712975049	ATT CONSIGUELO BASICO 3	03/02/19	22/06/19
713200966	ATT CONSIGUELO BASICO 2	07/02/19	28/06/19
712887579	ATT CONSIGUELO BASICO 2	31/01/19	21/06/19
712879490	ATT CONSIGUELO BASICO 2	31/01/19	21/06/19
713194501	ATT CONSIGUELO BASICO 2	07/02/19	28/06/19
713195368	ATT CONSIGUELO BASICO 2	07/02/19	28/06/19
713241350	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	08/02/19	28/06/19
713241356	ATT CONSIGUELO BASICO 2	08/02/19	28/06/19
713434119	ATT CONSIGUELO BASICO 2	10/02/19	29/06/19
713435373	ATT CONSIGUELO BASICO 2	10/02/19	29/06/19
713601915	ATT CONSIGUELO BASICO 2	13/02/19	14/06/19
713605592	ATT CONSIGUELO BASICO 2	13/02/19	14/06/19
1213803	ATT CONSIGUELO 2	28/05/19	01/06/19
708722343	ATT CONSIGUELO BASICO 1	14/12/18	08/06/19
708723145	ATT CONSIGUELO BASICO 1	14/12/18	08/06/19
710848603	ATT CONSIGUELO BASICO 1.5	07/01/19	29/06/19
711751963	ATT CONSIGUELO BASICO 2	15/01/19	22/06/19
712597873	ATT CONSIGUELO BASICO 2	28/01/19	21/06/19
712988920	ATT CONSIGUELO BASICO 2	04/02/19	22/06/19
712988505	ATT CONSIGUELO BASICO 1.5	04/02/19	22/06/19
713118284	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	05/02/19	25/06/19
713118285	ATT CONSIGUELO BASICO 2	05/02/19	25/06/19
713429286	ATT CONSIGUELO BASICO 1.5	10/02/19	29/06/19
713429848	ATT CONSIGUELO BASICO 2	10/02/19	29/06/19
714774229	ATT CONSIGUELO 3	10/03/19	11/06/19
708495701	ATT INTERNET EN CASA COMPLETO V2	12/12/18	06/06/19
712034933	ATT CONSIGUELO BASICO 2	18/01/19	23/06/19
712727516	ATT CONSIGUELO BASICO 1	29/01/19	29/06/19
712985468	ATT CONSIGUELO BASICO 1	04/02/19	22/06/19
713182207	ATT CONSIGUELO BASICO 1.5	06/02/19	17/06/19
713193202	ATT CONSIGUELO BASICO 2	07/02/19	28/06/19
714857189	ATT CONSIGUELO 1	12/03/19	13/06/19
715293751	ATT CONSIGUELO 2	20/03/19	05/06/19
715682630	ATT CONSIGUELO 1	03/04/19	14/06/19
716181340	ATT CONSIGUELO 2	25/04/19	15/06/19
716198330	ATT CONSIGUELO 1.5	26/04/19	18/06/19
711194034	ATT CONSIGUELO BASICO 3	10/01/19	29/06/19
712256254	ATT CONSIGUELO BASICO 2	22/01/19	12/06/19
712913751	ATT CONSIGUELO COMPLETO 6.5	01/02/19	21/06/19
713228811	ATT CONSIGUELO BASICO 2	08/02/19	28/06/19
713256499	ATT CONSIGUELO COMPLETO 5	08/02/19	29/06/19
713242893	ATT CONSIGUELO BASICO 2	08/02/19	29/06/19
713242942	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	08/02/19	29/06/19
715470078	ATT CONSIGUELO 3	24/03/19	15/06/19
715671238	ATT CONSIGUELO 3	02/04/19	18/06/19
715701323	ATT CONSIGUELO 1.5	04/04/19	06/06/19
708765380	ATT CONSIGUELO BASICO 3	15/12/18	12/06/19
710418236	ATT CONSIGUELO BASICO 3	03/01/19	24/06/19
710510750	ATT CONSIGUELO BASICO 3	04/01/19	21/06/19
712256971	ATT CONSIGUELO BASICO 2	22/01/19	05/06/19
708990211	ATT CONSIGUELO BASICO 3	19/12/18	17/06/19
709902618	ATT CONSIGUELO BASICO 1	29/12/18	17/06/19
713201987	ATT CONSIGUELO BASICO 2	07/02/19	28/06/19
713202121	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	07/02/19	28/06/19
713437083	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	10/02/19	29/06/19
716088636	ATT CONSIGUELO 1	20/04/19	22/06/19
712961316	ATT CONSIGUELO BASICO 3	02/02/19	22/06/19
709047006	ATT CONSIGUELO BASICO 1.5	21/12/18	06/06/19
711089491	ATT CONSIGUELO BASICO 2	09/01/19	29/06/19
711766227	ATT CONSIGUELO BASICO 2	15/01/19	21/06/19
713124385	ATT CONSIGUELO BASICO 2	05/02/19	24/06/19
713196807	ATT CONSIGUELO BASICO 2	07/02/19	28/06/19
715929993	ATT CONSIGUELO 1.5	10/04/19	25/06/19
713211220	ATT CONSIGUELO BASICO 2	07/02/19	28/06/19
713211937	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	07/02/19	28/06/19
713232785	ATT CONSIGUELO BASICO 2	08/02/19	28/06/19
714140206	ATT CONSIGUELO 1.5	27/02/19	26/06/19
714787792	ATT CONSIGUELO 2	11/03/19	18/06/19
710650212	ATT CONSIGUELO BASICO 1.5	05/01/19	25/06/19
711331640	ATT CONSIGUELO BASICO 2	12/01/19	02/06/19
711763071	ATT CONSIGUELO BASICO 2	15/01/19	28/06/19
711763072	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	15/01/19	28/06/19
711197365	ATT CONSIGUELO BASICO 1	10/01/19	25/06/19
712884034	ATT INTERNET EN CASA BASICO V2	31/01/19	28/06/19
713903498	ATT CONSIGUELO BASICO 2	19/02/19	19/06/19
716849380	ATT CONSIGUELO 2	17/05/19	06/06/19
708203543	ATT CONSIGUELO BASICO 1	08/12/18	03/06/19
708233636	ATT CONSIGUELO BASICO 1	10/12/18	07/06/19
710847180	ATT CONSIGUELO BASICO 1	07/01/19	29/06/19
711099017	ATT CONSIGUELO BASICO 1	09/01/19	29/06/19
712234871	ATT CONSIGUELO BASICO 1.5	21/01/19	16/06/19
713439895	ATT CONSIGUELO BASICO 2	11/02/19	29/06/19
717701674	ATT CONSIGUELO 1.5	31/05/19	25/06/19
709584342	ATT CONSIGUELO COMPLETO 5	27/12/18	05/06/19
712247534	ATT CONSIGUELO BASICO 1	21/01/19	25/06/19
712900976	ATT CONSIGUELO BASICO 1	01/02/19	21/06/19
715479216	ATT CONSIGUELO 3	24/03/19	07/06/19
716058346	ATT CONSIGUELO 1	17/04/19	18/06/19
716958189	ATT CONSIGUELO 1.5	18/05/19	19/06/19
708110933	ATT CONSIGUELO BASICO 1	07/12/18	05/06/19
708837847	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTO E5	16/12/18	04/06/19
709236660	ATT CONSIGUELO BASICO 2	24/12/18	13/06/19
712465564	ATT CONSIGUELO BASICO 2	26/01/19	29/06/19
712467188	ATT CONSIGUELO BASICO 1.5	26/01/19	29/06/19
713978705	ATT CONSIGUELO BASICO 1.5	21/02/19	04/06/19
715883478	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI MATE 20/P20LITE	08/04/19	15/06/19
715883645	ATT CONSIGUELO 3	08/04/19	18/06/19
715935999	ATT CONSIGUELO 1.5	10/04/19	25/06/19
716339458	ATT CONSIGUELO 1	01/05/19	11/06/19
711091895	ATT CONSIGUELO BASICO 1.5	09/01/19	29/06/19
712907918	ATT CONSIGUELO BASICO 1.5	01/02/19	07/06/19
713446283	ATT CONSIGUELO BASICO 2	11/02/19	29/06/19
708483886	ATT CONSIGUELO BASICO 1	12/12/18	10/06/19
709594098	ATT CONSIGUELO BASICO 1	27/12/18	01/06/19
710650495	ATT CONSIGUELO BASICO 1	05/01/19	21/06/19
711932110	ATT CONSIGUELO BASICO 3	17/01/19	17/06/19
712108849	ATT CONSIGUELO BASICO 2	19/01/19	03/06/19
712914092	ATT CONSIGUELO BASICO 1	01/02/19	21/06/19
713191862	ATT CONSIGUELO BASICO 1	07/02/19	24/06/19
714186144	ATT CONSIGUELO 1	02/03/19	29/06/19
709590547	ATT CONSIGUELO BASICO 1	27/12/18	21/06/19
711931656	ATT CONSIGUELO BASICO 3	17/01/19	17/06/19
713363700	ATT CONSIGUELO BASICO 1	09/02/19	29/06/19
708837862	ATT CONSIGUELO BASICO 2	16/12/18	11/06/19
710125668	ATT CONSIGUELO BASICO 1	31/12/18	01/06/19
711254330	ATT CONSIGUELO BASICO 1	11/01/19	25/06/19
713202950	ATT CONSIGUELO BASICO 2	07/02/19	24/06/19
713645217	ATT CONSIGUELO BASICO 1.5	15/02/19	06/06/19
713656921	ATT CONSIGUELO BASICO 1	16/02/19	24/06/19
717113137	ATT CONSIGUELO 1.5	21/05/19	20/06/19
717648203	ATT CONSIGUELO 2	28/05/19	12/06/19
715685994	ATT CONSIGUELO 1.5	03/04/19	27/06/19
712892537	ATT CONSIGUELO BASICO 1	31/01/19	21/06/19
715973584	ATT CONSIGUELO 2	13/04/19	24/06/19
715923205	ATT CONSIGUELO 1	09/04/19	06/06/19
714605507	ATT CONSIGUELO 2	07/03/19	22/06/19
716797288	ATT CONSIGUELO 1	15/05/19	21/06/19
709907832	ATT CONSIGUELO BASICO 1	29/12/18	22/06/19
710135083	ATT CONSIGUELO BASICO 1	31/12/18	25/06/19
710851402	ATT CONSIGUELO BASICO 3	07/01/19	24/06/19
711193071	ATT CONSIGUELO BASICO 1.5	10/01/19	09/06/19
712978965	ATT CONSIGUELO BASICO 1	04/02/19	05/06/19
713447874	ATT CONSIGUELO BASICO 1	11/02/19	29/06/19
715148369	ATT CONSIGUELO 1	18/03/19	22/06/19
712457160	ATT CONSIGUELO BASICO 1	26/01/19	29/06/19
712733187	ATT CONSIGUELO BASICO 1	29/01/19	12/06/19
712967244	ATT CONSIGUELO BASICO 2	03/02/19	22/06/19
713238023	ATT CONSIGUELO COMPLETO 5	08/02/19	29/06/19
713354721	ATT CONSIGUELO BASICO 1	09/02/19	29/06/19
715628356	ATT CONSIGUELO 1	30/03/19	12/06/19
716134005	ATT CONSIGUELO 1	22/04/19	21/06/19
716314798	ATT CONSIGUELO 1	29/04/19	18/06/19
711192868	ATT CONSIGUELO BASICO 1.5	10/01/19	29/06/19
712809334	ATT CONSIGUELO BASICO 2	30/01/19	06/06/19
712910574	ATT CONSIGUELO BASICO 2	01/02/19	22/06/19
713191978	ATT CONSIGUELO BASICO 1	07/02/19	28/06/19
713192662	ATT CONSIGUELO COMPLETO 5	07/02/19	28/06/19
713436655	ATT CONSIGUELO BASICO 1	10/02/19	14/06/19
713836598	ATT CONSIGUELO BASICO 2	18/02/19	19/06/19
713836683	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO HUAWEI DURA Y5	18/02/19	19/06/19
715397083	ATT CONSIGUELO 2	22/03/19	01/06/19
710647484	ATT CONSIGUELO BASICO 1	05/01/19	24/06/19
714187844	ATT CONSIGUELO 2	02/03/19	20/06/19
713196248	ATT CONSIGUELO BASICO 3	07/02/19	24/06/19
713242943	ATT CONSIGUELO BASICO 1	08/02/19	29/06/19
713993584	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA MOTO G6 PLUS	22/02/19	05/06/19
714610757	ATT CONSIGUELO 2	07/03/19	28/06/19
713241067	ATT CONSIGUELO BASICO 3	08/02/19	29/06/19
716546251	ATT CONSIGUELO 1.5	05/05/19	06/06/19
716715471	ATT CONSIGUELO 2	11/05/19	27/06/19
710288851	ATT CONSIGUELO BASICO 1	02/01/19	22/06/19
710857200	ATT CONSIGUELO BASICO 1.5	07/01/19	28/06/19
712903787	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	01/02/19	21/06/19
712905622	ATT CONSIGUELO BASICO 2	01/02/19	22/06/19
712908230	ATT CONSIGUELO BASICO 2	01/02/19	22/06/19
713433349	ATT CONSIGUELO BASICO 2	10/02/19	29/06/19
713433617	ATT CONSIGUELO BASICO 2	10/02/19	29/06/19
714075465	ATT CONSIGUELO BASICO 2	23/02/19	20/06/19
714383131	ATT CONSIGUELO 1	03/03/19	11/06/19
715144509	ATT CONSIGUELO 2	18/03/19	12/06/19
716083773	ATT CONSIGUELO 1.5	19/04/19	03/06/19
716724786	ATT CONSIGUELO 2	11/05/19	01/06/19
708611385	ATT CONSIGUELO BASICO 2	13/12/18	11/06/19
713193010	ATT CONSIGUELO BASICO 1	07/02/19	29/06/19
713236400	ATT CONSIGUELO BASICO 1	08/02/19	29/06/19
713236565	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	08/02/19	29/06/19
713365910	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA MOTO G6 PLUS	09/02/19	29/06/19
713366059	ATT CONSIGUELO BASICO 2	09/02/19	29/06/19
713954388	ATT CONSIGUELO BASICO 2	20/02/19	21/06/19
713976275	ATT CONSIGUELO BASICO 1	21/02/19	05/06/19
715579612	ATT CONSIGUELO 1	27/03/19	11/06/19
717451155	ATT CONSIGUELO 1	26/05/19	27/06/19
716326162	ATT CONSIGUELO 1	30/04/19	10/06/19
708762677	ATT CONSIGUELO BASICO 2	15/12/18	13/06/19
713235243	ATT CONSIGUELO BASICO 1	08/02/19	29/06/19
710953477	ATT CONSIGUELO BASICO 1	08/01/19	28/06/19
714003540	ATT CONSIGUELO BASICO 3	22/02/19	24/06/19
714519220	ATT CONSIGUELO 1	05/03/19	21/06/19
715316487	ATT CONSIGUELO 1	21/03/19	20/06/19
716707665	ATT CONSIGUELO 1	10/05/19	23/06/19
716329716	ATT CONSIGUELO 1	30/04/19	19/06/19
710523791	ATT CONSIGUELO BASICO 2	04/01/19	11/06/19
713119355	ATT CONSIGUELO BASICO 1	05/02/19	24/06/19
713185474	ATT CONSIGUELO BASICO 3	06/02/19	25/06/19
713185684	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA MOTO G6 PLUS	06/02/19	29/06/19
713239621	ATT CONSIGUELO BASICO 3	08/02/19	28/06/19
710413833	ATT CONSIGUELO BASICO 2	03/01/19	21/06/19
713126719	ATT CONSIGUELO BASICO 1	05/02/19	22/06/19
713181303	ATT CONSIGUELO BASICO 1	06/02/19	24/06/19
715961304	ATT CONSIGUELO 1	12/04/19	22/06/19
710648097	ATT CONSIGUELO BASICO 2	05/01/19	25/06/19
710954898	ATT CONSIGUELO BASICO 3	08/01/19	28/06/19
711328766	ATT CONSIGUELO BASICO 3	12/01/19	28/06/19
712285876	ATT CONSIGUELO BASICO 3	23/01/19	28/06/19
712285934	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	23/01/19	28/06/19
712469903	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	26/01/19	02/06/19
712946885	ATT CONSIGUELO BASICO 3	02/02/19	22/06/19
712971271	ATT CONSIGUELO BASICO 2	03/02/19	28/06/19
712970150	ATT CONSIGUELO BASICO 3	03/02/19	22/06/19
712971927	ATT CONSIGUELO BASICO 2	03/02/19	02/06/19
713118168	ATT CONSIGUELO BASICO 3	05/02/19	22/06/19
713234574	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	08/02/19	29/06/19
713234675	ATT CONSIGUELO BASICO 3	08/02/19	29/06/19
713354115	ATT CONSIGUELO COMPLETO 5	09/02/19	29/06/19
713447325	ATT CONSIGUELO BASICO 2	11/02/19	29/06/19
710645349	ATT CONSIGUELO BASICO 2	05/01/19	22/06/19
710645383	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO SAMSUNG J6 PLUS	05/01/19	22/06/19
711623152	ATT CONSIGUELO BASICO 1	14/01/19	29/06/19
712282066	ATT CONSIGUELO COMPLETO 5	23/01/19	29/06/19
713202119	ATT CONSIGUELO BASICO 1	07/02/19	24/06/19
713435294	ATT CONSIGUELO COMPLETO 5	10/02/19	29/06/19
713435557	ATT CONSIGUELO BASICO 2	10/02/19	29/06/19
710524259	ATT CONSIGUELO BASICO 3	04/01/19	21/06/19
713236197	ATT CONSIGUELO BASICO 2	08/02/19	29/06/19
708027426	ATT CONSIGUELO BASICO 1.5	06/12/18	04/06/19
710292461	ATT CONSIGUELO BASICO 1	02/01/19	23/06/19
711445130	ATT CONSIGUELO BASICO 1	13/01/19	29/06/19
716080606	ATT CONSIGUELO 1	19/04/19	01/06/19
716775354	ATT CONSIGUELO 1	14/05/19	12/06/19
708758828	ATT CONSIGUELO BASICO 1	15/12/18	13/06/19
715565571	ATT CONSIGUELO 2	26/03/19	28/06/19
710007151	ATT CONSIGUELO BASICO 3	30/12/18	06/06/19
710136841	ATT CONSIGUELO BASICO 2	31/12/18	23/06/19
710136940	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTO E5	31/12/18	23/06/19
710133884	ATT CONSIGUELO BASICO 1	31/12/18	24/06/19
710733612	ATT CONSIGUELO BASICO 2	06/01/19	24/06/19
710733653	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO SAMSUNG J6 PLUS	06/01/19	24/06/19
710733614	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO HISENSE F24	06/01/19	29/06/19
711376915	ATT CONSIGUELO BASICO 1.5	12/01/19	06/06/19
713118362	ATT CONSIGUELO BASICO 2	05/02/19	24/06/19
713429330	ATT V2 CT DAMOSMAS 349	10/02/19	12/06/19
714194956	ATT CONSIGUELO 3	02/03/19	05/06/19
714195031	COMPARTELO ADICIONAL VOZ, SMS, DATOS	02/03/19	05/06/19
715876116	ATT CONSIGUELO 1	08/04/19	07/06/19
710734629	ATT CONSIGUELO BASICO 2	06/01/19	22/06/19
710854555	ATT CONSIGUELO BASICO 1	07/01/19	29/06/19
711250111	ATT CONSIGUELO BASICO 2	11/01/19	11/06/19
715666668	ATT CONSIGUELO 1	02/04/19	05/06/19
715971602	ATT CONSIGUELO 1	13/04/19	07/06/19
708985866	ATT CONSIGUELO BASICO 2	19/12/18	05/06/19
713431556	ATT CONSIGUELO BASICO 2	10/02/19	13/06/19
713619340	ATT CONSIGUELO BASICO 1.5	14/02/19	05/06/19
714175755	ATT CONSIGUELO 5	01/03/19	03/06/19
716554351	ATT CONSIGUELO 2	05/05/19	07/06/19
713659957	ATT CONSIGUELO BASICO 1	16/02/19	19/06/19
715414240	ATT CONSIGUELO 3	23/03/19	14/06/19
716053950	ATT CONSIGUELO 2	17/04/19	12/06/19
716091013	ATT CONSIGUELO 1.5	20/04/19	30/06/19
717447919	ATT CONSIGUELO 2	26/05/19	08/06/19
714390568	ATT CONSIGUELO 2	03/03/19	24/06/19
709900220	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTO E5	29/12/18	25/06/19
710512384	ATT CONSIGUELO BASICO 2	04/01/19	03/06/19
710858187	ATT CONSIGUELO BASICO 1	07/01/19	28/06/19
710944609	ATT CONSIGUELO BASICO 1	08/01/19	07/06/19
711767468	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO HUAWEI MATE 10 LITE	15/01/19	29/06/19
711767479	ATT CONSIGUELO BASICO 2	15/01/19	29/06/19
714587822	ATT CONSIGUELO 2	06/03/19	18/06/19
716196827	ATT CONSIGUELO 1.5	26/04/19	06/06/19
708611473	ATT CONSIGUELO BASICO 1.5	13/12/18	07/06/19
709909729	ATT CONSIGUELO BASICO 3	29/12/18	20/06/19
712598254	ATT CONSIGUELO BASICO 1	28/01/19	08/06/19
712888194	ATT CONSIGUELO BASICO 1	31/01/19	21/06/19
712947145	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA MOTO G6 PLUS	02/02/19	22/06/19
712955238	ATT CONSIGUELO BASICO 3	02/02/19	22/06/19
708719953	ATT INTERNET EN CASA COMPLETO V2	14/12/18	04/06/19
710957578	ATT CONSIGUELO BASICO 2	08/01/19	28/06/19
711529120	ATT CONSIGUELO BASICO 2	13/01/19	06/06/19
710734922	ATT CONSIGUELO BASICO 3	06/01/19	21/06/19
711333168	ATT CONSIGUELO BASICO 2	12/01/19	29/06/19
711526549	ATT CONSIGUELO BASICO 3	13/01/19	28/06/19
709072145	ATT CONSIGUELO BASICO 1	22/12/18	15/06/19
710738411	ATT CONSIGUELO BASICO 1	06/01/19	25/06/19
710853681	ATT CONSIGUELO BASICO 2	07/01/19	22/06/19
712986366	ATT CONSIGUELO BASICO 1	04/02/19	24/06/19
1718191	ATT CONSIGUELO COMPLETO 5	18/12/18	12/06/19
710011514	ATT CONSIGUELO BASICO 2	30/12/18	05/06/19
710518865	ATT CONSIGUELO BASICO 1.5	04/01/19	21/06/19
711193117	ATT CONSIGUELO BASICO 3	10/01/19	29/06/19
712987075	ATT CONSIGUELO BASICO 1	04/02/19	21/06/19
713963318	ATT CONSIGUELO BASICO 2	20/02/19	21/06/19
714510429	ATT CONSIGUELO 1.5	05/03/19	19/06/19
708725187	ATT CONSIGUELO BASICO 2	14/12/18	01/06/19
709897862	ATT CONSIGUELO BASICO 1	29/12/18	06/06/19
711193408	ATT CONSIGUELO BASICO 3	10/01/19	28/06/19
712947779	ATT CONSIGUELO BASICO 2	02/02/19	22/06/19
711090207	ATT CONSIGUELO BASICO 1	09/01/19	29/06/19
711090786	ATT CONSIGUELO BASICO 1	09/01/19	29/06/19
712911032	ATT CONSIGUELO BASICO 2	01/02/19	21/06/19
712968253	ATT CONSIGUELO BASICO 1	03/02/19	22/06/19
714071724	ATT CONSIGUELO BASICO 1	23/02/19	03/06/19
715692451	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	04/04/19	14/06/19
716699260	ATT CONSIGUELO 2	10/05/19	20/06/19
711095557	ATT CONSIGUELO COMPLETO 6.5	09/01/19	25/06/19
711193544	ATT CONSIGUELO BASICO 1	10/01/19	29/06/19
712887176	ATT CONSIGUELO BASICO 1	31/01/19	22/06/19
713444310	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA MOTO G6 PLUS	11/02/19	29/06/19
716004244	ATT CONSIGUELO 5	15/04/19	04/06/19
710946694	ATT CONSIGUELO BASICO 1	08/01/19	24/06/19
710953552	ATT CONSIGUELO BASICO 2	08/01/19	24/06/19
711255296	ATT CONSIGUELO BASICO 1.5	11/01/19	20/06/19
709908975	ATT CONSIGUELO BASICO 3	29/12/18	17/06/19
710423070	ATT CONSIGUELO BASICO 2	03/01/19	21/06/19
710525987	ATT CONSIGUELO BASICO 2	04/01/19	22/06/19
714862320	ATT CONSIGUELO 2	12/03/19	11/06/19
716147148	ATT CONSIGUELO 1.5	23/04/19	18/06/19
710846338	ATT CONSIGUELO BASICO 1	07/01/19	24/06/19
713200544	ATT CONSIGUELO BASICO 1	07/02/19	17/06/19
714143124	ATT CONSIGUELO 1	27/02/19	28/06/19
714516016	ATT CONSIGUELO 1	05/03/19	04/06/19
715313555	ATT CONSIGUELO 2	21/03/19	18/06/19
715780504	ATT CONSIGUELO 1	06/04/19	19/06/19
716186651	ATT CONSIGUELO 2	25/04/19	27/06/19
710852697	ATT CONSIGUELO BASICO 2	07/01/19	29/06/19
711535736	ATT CONSIGUELO BASICO 1	13/01/19	04/06/19
712888657	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO Z3 PLAY	31/01/19	21/06/19
712888700	ATT CONSIGUELO COMPLETO 5	31/01/19	21/06/19
712909429	ATT CONSIGUELO BASICO 3	01/02/19	22/06/19
712950652	ATT CONSIGUELO COMPLETO 5	02/02/19	22/06/19
713192452	ATT CONSIGUELO BASICO 3	07/02/19	28/06/19
713366731	ATT CONSIGUELO BASICO 1	09/02/19	29/06/19
714192166	ATT CONSIGUELO 1.5	02/03/19	29/06/19
713978162	ATT V2 CT DAMOSMAS 549	21/02/19	13/06/19
714176075	ATT CONSIGUELO 3	01/03/19	04/06/19
716632902	ATT CONSIGUELO 1.5	06/05/19	11/06/19
713119921	ATT CONSIGUELO BASICO 2	05/02/19	25/06/19
713115712	ATT CONSIGUELO BASICO 2	05/02/19	25/06/19
709896997	ATT CONSIGUELO BASICO 2	29/12/18	21/06/19
710850332	ATT CONSIGUELO BASICO 2	07/01/19	23/06/19
711243349	ATT CONSIGUELO BASICO 2	11/01/19	21/06/19
711894711	ATT CONSIGUELO BASICO 2	16/01/19	29/06/19
712893963	ATT CONSIGUELO BASICO 1	31/01/19	21/06/19
712954076	ATT CONSIGUELO BASICO 2	02/02/19	22/06/19
713359858	ATT CONSIGUELO BASICO 2	09/02/19	29/06/19
710510992	ATT CONSIGUELO BASICO 1.5	04/01/19	21/06/19
712980224	ATT CONSIGUELO BASICO 1	04/02/19	03/06/19
715664121	ATT CONSIGUELO 1	02/04/19	02/06/19
716720316	COMPARTELO ADICIONAL VOZ, SMS, DATOS	11/05/19	05/06/19
716386175	ATT CONSIGUELO 1	03/05/19	18/06/19
716944405	ATT CONSIGUELO 1	18/05/19	01/06/19
708837042	ATT CONSIGUELO BASICO 2	16/12/18	12/06/19
712104615	ATT CONSIGUELO BASICO 1	19/01/19	08/06/19
713177168	ATT CONSIGUELO BASICO 1	06/02/19	13/06/19
713600231	ATT CONSIGUELO BASICO 3	13/02/19	14/06/19
709482579	ATT CONSIGUELO BASICO 1	26/12/18	19/06/19
714072406	ATT CONSIGUELO BASICO 1	23/02/19	29/06/19
708239803	ATT CONSIGUELO BASICO 2	10/12/18	04/06/19
710290942	ATT CONSIGUELO BASICO 1	02/01/19	22/06/19
713661363	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA MOTO G6 PLUS	16/02/19	21/06/19
712813386	ATT CONSIGUELO BASICO 1.5	30/01/19	11/06/19
712903746	ATT CONSIGUELO BASICO 3	01/02/19	21/06/19
709034485	ATT CONSIGUELO BASICO 1	21/12/18	06/06/19
710523928	ATT CONSIGUELO BASICO 1	04/01/19	22/06/19
713963860	ATT CONSIGUELO COMPLETO 5	20/02/19	07/06/19
439262	ATT CONSIGUELO 3	27/04/19	21/06/19
716299787	ATT CONSIGUELO 1.5	28/04/19	19/06/19
709028985	ATT CONSIGUELO BASICO 2	21/12/18	05/06/19
